,id,price,neighbourhood_group_cleansed,latitude,longitude,bathrooms,availability_30,beds,bedrooms,review_scores_value,bed_type,minimum_nights,maximum_nights,availability_365,property_type,is_business_travel_ready,cleaning_fee,room_type,square_feet,guests_included
7,16401,$120.00,Friedrichshain-Kreuzberg,52.51051399601543,13.457850238106197,1.0,30,2.0,1.0,,Real Bed,30,52,365,Apartment,f,,Private room,,1
15050,20912005,$30.00,Mitte,52.54705695108542,13.348291461458578,1.0,0,1.0,1.0,9.0,Real Bed,2,1125,0,Apartment,f,$15.00,Private room,,1
994,1111145,$85.00,Mitte,52.53012938252221,13.393961113240378,1.0,4,3.0,1.0,9.0,Real Bed,3,365,262,Loft,f,,Entire home/apt,,2
18487,24348686,$100.00,Charlottenburg-Wilm.,52.497029135989706,13.325000050073594,1.0,20,2.0,1.0,9.0,Real Bed,2,1125,57,Loft,f,$35.00,Entire home/apt,,2
4292,6652283,$60.00,Mitte,52.53345777724212,13.395935124007995,1.0,0,1.0,1.0,9.0,Real Bed,3,1125,129,Apartment,f,$15.00,Private room,,1
12293,18174509,$79.00,Mitte,52.559608447399775,13.378265373986965,1.0,0,1.0,1.0,10.0,Real Bed,28,90,0,Apartment,f,,Private room,,1
18461,24308004,$28.00,Lichtenberg,52.503127403251774,13.480030626816404,1.0,15,1.0,1.0,10.0,Real Bed,1,1125,15,Apartment,f,,Shared room,,1
19378,25763560,$27.00,Neukölln,52.495562280606954,13.421173707948745,1.5,0,1.0,1.0,8.0,Real Bed,2,1125,0,Apartment,f,,Private room,,1
2409,3691225,$60.00,Pankow,52.538539142323685,13.4168449892407,1.0,0,1.0,1.0,10.0,Real Bed,4,14,0,Apartment,f,$30.00,Entire home/apt,,1
296,267951,$69.00,Pankow,52.54416463972552,13.420263142341193,1.0,10,4.0,2.0,10.0,Real Bed,2,500,94,Apartment,f,$30.00,Entire home/apt,753.0,1
1864,2566846,$49.00,Tempelhof - Schöneberg,52.49917648118164,13.342541698224355,1.0,6,1.0,1.0,10.0,Real Bed,2,365,103,Apartment,f,$35.00,Entire home/apt,,2
1912,2650663,$99.00,Mitte,52.52799489148677,13.386729822607426,1.0,0,4.0,1.0,10.0,Real Bed,2,65,104,Apartment,f,$60.00,Entire home/apt,,2
13282,19355556,$40.00,Pankow,52.5674615377684,13.416824192457295,1.0,0,1.0,1.0,10.0,Real Bed,3,1125,60,Apartment,f,$35.00,Entire home/apt,,1
14705,20644517,$25.00,Mitte,52.547769759476964,13.349017585006607,1.0,0,1.0,1.0,10.0,Real Bed,3,90,0,Apartment,f,$15.00,Private room,,1
7942,11657537,$25.00,Pankow,52.545992605024395,13.426712679890814,1.5,0,1.0,1.0,10.0,Couch,1,1125,0,Apartment,f,,Entire home/apt,,1
15550,21376349,$60.00,Charlottenburg-Wilm.,52.49937170013109,13.298148058008511,1.0,2,1.0,1.0,9.0,Real Bed,1,1125,279,Apartment,f,$29.00,Entire home/apt,,1
1145,1319575,$27.00,Reinickendorf,52.56525357804302,13.35334447878888,1.0,0,2.0,1.0,9.0,Real Bed,270,550,190,Apartment,f,$45.00,Entire home/apt,463.0,1
5789,8248629,$48.00,Reinickendorf,52.615878229724856,13.233078676565972,1.0,19,2.0,2.0,10.0,Real Bed,1,1125,302,House,f,$20.00,Private room,,1
21306,28353987,$35.00,Friedrichshain-Kreuzberg,52.52620849751149,13.45267217351265,1.0,2,1.0,1.0,10.0,Real Bed,1,1125,161,Apartment,f,$15.00,Entire home/apt,,1
19213,25441958,$140.00,Tempelhof - Schöneberg,52.465291141763906,13.371738046986975,1.0,0,2.0,2.0,,Real Bed,7,1125,190,Apartment,f,,Entire home/apt,,1
15066,20925270,$120.00,Mitte,52.534748978359005,13.399760687185893,1.5,0,3.0,3.0,10.0,Real Bed,2,1125,0,Apartment,f,$97.00,Entire home/apt,,3
17852,23576843,$45.00,Tempelhof - Schöneberg,52.495565383355476,13.342110829511814,1.0,24,1.0,0.0,10.0,Real Bed,1,9,168,Apartment,f,$29.00,Private room,,1
12937,18969808,$59.00,Mitte,52.515394955014436,13.339857378051493,1.0,7,2.0,0.0,10.0,Real Bed,5,185,67,Apartment,f,$50.00,Entire home/apt,,1
19275,25528333,$50.00,Neukölln,52.48074809552835,13.428387466954119,1.0,0,2.0,0.0,10.0,Real Bed,5,20,190,Apartment,f,,Entire home/apt,,1
3612,5501882,$110.00,Pankow,52.54294016195706,13.42428539166936,1.0,27,1.0,1.0,10.0,Real Bed,60,1125,362,Apartment,f,$50.00,Entire home/apt,,2
17986,23706704,$109.00,Mitte,52.50125875770215,13.365225584882905,1.0,26,1.0,1.0,8.0,Real Bed,1,1125,361,Serviced apartment,f,$0.00,Entire home/apt,,1
14378,20358279,$45.00,Mitte,52.527603254902886,13.333845245364444,1.0,0,1.0,1.0,,Real Bed,8,23,0,Apartment,f,$36.00,Private room,,1
12503,18457283,$52.00,Mitte,52.55989648913054,13.38179022378798,1.0,7,5.0,2.0,8.0,Real Bed,1,365,141,Apartment,f,$54.00,Entire home/apt,,2
10027,14997220,$47.00,Neukölln,52.46492190014292,13.434111809596367,1.0,0,1.0,1.0,10.0,Real Bed,1,1125,0,Apartment,f,$15.00,Entire home/apt,,1
19091,25256932,$30.00,Friedrichshain-Kreuzberg,52.49805282582598,13.440196157194428,1.5,0,1.0,1.0,10.0,Real Bed,4,7,0,Apartment,f,,Private room,,1
9855,14712312,$25.00,Mitte,52.51634305876079,13.419874890863648,1.0,0,1.0,1.0,,Real Bed,5,1125,0,Apartment,f,$10.00,Private room,,1
22349,29669943,$40.00,Friedrichshain-Kreuzberg,52.4956388176251,13.427400989544687,1.0,2,1.0,1.0,,Real Bed,2,1125,10,Apartment,f,,Private room,,1
14013,20044454,$38.00,Friedrichshain-Kreuzberg,52.488987887963425,13.395852478533984,1.0,0,1.0,1.0,9.0,Real Bed,5,51,0,Apartment,f,$30.00,Private room,,1
16548,22242227,$53.00,Pankow,52.53992965492529,13.416932815737185,1.0,0,1.0,1.0,10.0,Real Bed,3,1125,0,Apartment,f,$30.00,Entire home/apt,,2
14581,20547271,$30.00,Friedrichshain-Kreuzberg,52.488975276301744,13.375359758107779,1.0,0,1.0,1.0,10.0,Real Bed,2,1125,0,Apartment,f,$10.00,Private room,,1
8381,12374930,$50.00,Friedrichshain-Kreuzberg,52.513895982315596,13.464465987214446,1.0,0,2.0,1.0,9.0,Real Bed,2,7,0,Apartment,f,$25.00,Entire home/apt,,1
12020,17863403,$60.00,Charlottenburg-Wilm.,52.50395008654677,13.316046851048073,1.0,5,2.0,1.0,9.0,Real Bed,2,1125,271,Apartment,f,$40.00,Entire home/apt,,1
477,506730,$65.00,Friedrichshain-Kreuzberg,52.49400779846305,13.418042211673702,1.0,0,2.0,2.0,10.0,Real Bed,3,11,0,Apartment,f,$20.00,Entire home/apt,,1
17981,23702282,$40.00,Charlottenburg-Wilm.,52.512181952530106,13.292451228530695,1.0,0,1.0,1.0,,Real Bed,1,30,0,Apartment,f,,Entire home/apt,,1
11968,17786473,$299.00,Steglitz - Zehlendorf,52.467960386015214,13.191829416229274,1.0,28,6.0,2.0,10.0,Real Bed,1,7,134,Houseboat,f,$90.00,Entire home/apt,,2
4190,6521101,$120.00,Mitte,52.530259183370745,13.397407246762304,2.0,0,2.0,2.0,,Real Bed,12,1125,0,Loft,f,$60.00,Entire home/apt,,2
20116,26808983,$47.00,Charlottenburg-Wilm.,52.492678083883206,13.323121959686155,1.0,0,1.0,1.0,,Real Bed,2,7,29,Apartment,f,$25.00,Entire home/apt,,1
20433,27259147,$95.00,Friedrichshain-Kreuzberg,52.4927064355684,13.396952246124036,1.0,5,5.0,2.0,9.0,Real Bed,1,1125,322,Apartment,f,$25.00,Entire home/apt,,2
15225,21076406,$60.00,Neukölln,52.488109020648096,13.427050902461202,1.0,4,2.0,1.0,9.0,Real Bed,3,7,254,Apartment,f,$30.00,Entire home/apt,,2
8834,13304880,$41.00,Mitte,52.552301465587384,13.367787340913065,1.0,0,1.0,1.0,,Real Bed,3,21,0,Apartment,f,,Shared room,,1
18059,23782669,$39.00,Treptow - Köpenick,52.465375574965655,13.579078197686806,1.0,18,2.0,2.0,10.0,Real Bed,2,1125,60,Condominium,f,$30.00,Entire home/apt,,2
14420,20407857,$35.00,Tempelhof - Schöneberg,52.48292663124903,13.381656173728384,1.0,0,1.0,1.0,9.0,Real Bed,6,1125,7,Apartment,f,,Private room,,1
19403,25798166,$59.00,Pankow,52.54700554385118,13.401464219405241,1.0,0,2.0,1.0,,Real Bed,2,18,0,Apartment,f,$50.00,Entire home/apt,,1
658,701356,$55.00,Mitte,52.51639028514739,13.384964154068856,1.0,9,1.0,1.0,9.0,Couch,2,365,338,Apartment,f,,Private room,,1
2723,4108878,$27.00,Neukölln,52.472039511582594,13.44244568419191,1.0,0,1.0,1.0,10.0,Real Bed,5,1125,0,Apartment,f,$0.00,Private room,,1
1793,2425068,$48.00,Neukölln,52.481319237384135,13.436343541816866,1.0,0,1.0,1.0,10.0,Real Bed,1,1125,0,Apartment,f,,Entire home/apt,,1
20550,27422935,$27.00,Friedrichshain-Kreuzberg,52.48808178619692,13.393382043441887,1.0,0,1.0,1.0,,Real Bed,30,1125,252,Apartment,f,,Private room,,1
13082,19096252,$100.00,Pankow,52.53591188400775,13.431661177853215,1.0,5,3.0,2.0,8.0,Real Bed,1,16,307,Apartment,f,$40.00,Entire home/apt,,1
5430,7851334,$20.00,Pankow,52.551620995885855,13.42324186407212,1.0,0,1.0,1.0,,Real Bed,4,1125,0,Apartment,f,,Private room,,1
15912,21720593,$35.00,Neukölln,52.480602239635246,13.435445121215382,1.0,0,2.0,1.0,10.0,Real Bed,3,22,0,Apartment,f,$4.00,Private room,,2
493,525162,$160.00,Pankow,52.533499002249634,13.427622460447497,1.0,0,3.0,2.0,9.0,Real Bed,3,28,0,Loft,f,$75.00,Entire home/apt,,3
4253,6609922,$40.00,Neukölln,52.47954303944678,13.44213419658857,1.0,0,1.0,1.0,,Real Bed,1,1125,0,Apartment,f,$20.00,Private room,,2
17507,23229022,$120.00,Friedrichshain-Kreuzberg,52.50252166929025,13.429420522129154,2.0,0,6.0,3.0,8.0,Real Bed,10,14,215,Apartment,f,$40.00,Entire home/apt,,4
1463,1880003,$59.00,Pankow,52.55429276167214,13.417713105294947,1.0,0,2.0,2.0,8.0,Pull-out Sofa,4,1125,220,Apartment,f,,Entire home/apt,,1
14652,20612274,$39.00,Friedrichshain-Kreuzberg,52.51607761140493,13.472182953776493,1.5,0,1.0,1.0,,Real Bed,1,7,0,Apartment,f,,Private room,,1
18104,23834311,$72.00,Friedrichshain-Kreuzberg,52.52458958260175,13.450200466623619,1.0,22,6.0,2.0,9.0,Real Bed,2,180,353,Apartment,f,$60.00,Entire home/apt,,4
12480,18428356,$52.00,Pankow,52.539180393762805,13.415171244354765,1.0,6,1.0,1.0,9.0,Real Bed,2,25,122,Apartment,f,$18.00,Entire home/apt,,1
4008,6257425,$69.00,Friedrichshain-Kreuzberg,52.49962344940185,13.444865171326086,1.0,6,1.0,1.0,10.0,Real Bed,17,31,32,Apartment,f,$40.00,Entire home/apt,,1
11368,17004276,$151.00,Mitte,52.50854965114833,13.422837627232035,1.0,14,4.0,2.0,8.0,Real Bed,2,1123,37,Apartment,f,$50.00,Entire home/apt,,4
2287,3519710,$43.00,Pankow,52.554011411188384,13.428981204007375,1.0,0,4.0,3.0,10.0,Real Bed,4,12,0,Apartment,f,$20.00,Entire home/apt,,4
21340,28402280,$35.00,Lichtenberg,52.480576709931384,13.523806724927427,1.0,4,1.0,1.0,10.0,Real Bed,3,1125,4,Apartment,f,$5.00,Private room,,1
13202,19262948,$34.00,Steglitz - Zehlendorf,52.43898831796845,13.276070474842912,1.0,0,2.0,1.0,,Real Bed,1,14,0,Apartment,f,,Entire home/apt,,1
9157,13768140,$20.00,Mitte,52.542022079088476,13.362099103567548,1.0,0,1.0,1.0,,Real Bed,1,33,0,Apartment,f,,Private room,,1
444,452164,$130.00,Mitte,52.53110408336511,13.388506982556047,2.0,0,5.0,3.0,9.0,Real Bed,5,31,252,Apartment,f,$60.00,Entire home/apt,1399.0,1
10268,15416165,$50.00,Treptow - Köpenick,52.443013322160255,13.554344063354948,1.0,13,3.0,1.0,10.0,Real Bed,2,14,313,Bungalow,f,$20.00,Entire home/apt,,2
8630,12987277,$79.00,Friedrichshain-Kreuzberg,52.51777755261427,13.427356092740581,1.0,16,1.0,1.0,9.0,Real Bed,3,30,161,Apartment,f,$40.00,Entire home/apt,,1
672,706700,$68.00,Mitte,52.529727735351855,13.388724009179313,2.0,0,3.0,2.0,10.0,Real Bed,5,21,0,Apartment,f,$15.00,Entire home/apt,1130.0,2
17170,22862525,$35.00,Pankow,52.55502514089203,13.409162652227991,1.0,0,1.0,1.0,8.0,Real Bed,2,1125,0,Apartment,f,,Private room,,1
15045,20909469,$129.00,Charlottenburg-Wilm.,52.49676768642576,13.305390959731724,1.0,0,1.0,1.0,10.0,Real Bed,21,1125,0,Condominium,f,$50.00,Shared room,,2
17223,22934499,$80.00,Mitte,52.51530668168688,13.388160295770641,1.0,16,1.0,1.0,,Real Bed,61,1125,351,Serviced apartment,f,$150.00,Entire home/apt,,1
5740,8188108,$35.00,Mitte,52.530284595314505,13.399707630067867,1.0,0,1.0,1.0,10.0,Real Bed,3,8,0,Apartment,f,$5.00,Private room,,1
1494,1930881,$60.00,Mitte,52.53518694453333,13.395557470438836,3.0,0,1.0,1.0,9.0,Real Bed,3,1125,129,Apartment,f,$15.00,Private room,,1
14429,20415638,$80.00,Treptow - Köpenick,52.492036461124364,13.4585426647936,1.0,0,1.0,1.0,9.0,Real Bed,1,1124,10,Apartment,f,$30.00,Entire home/apt,,1
5261,7718401,$99.00,Friedrichshain-Kreuzberg,52.5082184724069,13.457959674893928,1.0,0,1.0,1.0,10.0,Real Bed,1,1125,0,Apartment,f,,Entire home/apt,,1
21637,28782028,$17.00,Mitte,52.552620759705526,13.34641980540025,1.0,11,2.0,1.0,10.0,Real Bed,1,6,26,Apartment,f,$25.00,Private room,,1
11744,17505340,$25.00,Charlottenburg-Wilm.,52.51954426446783,13.286585152534421,1.0,0,2.0,0.0,7.0,Real Bed,3,1125,0,Apartment,f,$10.00,Private room,,1
3751,5755042,$25.00,Mitte,52.53511985688876,13.345190737974322,1.0,0,1.0,1.0,9.0,Real Bed,2,1125,0,Apartment,f,$15.00,Private room,,1
12822,18842640,$20.00,Pankow,52.543681074663155,13.427407341071058,1.0,9,2.0,1.0,9.0,Real Bed,1,1125,9,Apartment,f,$10.00,Private room,,1
756,795924,$80.00,Pankow,52.542029314087905,13.414222022031124,1.0,0,1.0,1.0,,Real Bed,22,1125,0,Apartment,f,$80.00,Entire home/apt,,1
15205,21061308,$65.00,Mitte,52.5346657514334,13.351289043435338,1.0,7,1.0,0.0,9.0,Real Bed,3,1124,138,Apartment,f,$33.00,Entire home/apt,,2
10880,16322398,$30.00,Mitte,52.53872994743959,13.399687684311584,1.0,0,2.0,1.0,10.0,Real Bed,60,365,83,Apartment,f,$40.00,Entire home/apt,,1
15471,21288449,$25.00,Friedrichshain-Kreuzberg,52.48516114796285,13.384492180674476,1.0,1,1.0,1.0,7.0,Real Bed,1,1125,8,Apartment,f,$5.00,Private room,,1
13134,19172210,$25.00,Charlottenburg-Wilm.,52.506725381347636,13.301036479280471,1.0,0,1.0,1.0,10.0,Real Bed,1,7,0,Apartment,f,$0.00,Private room,,1
21359,28424899,$155.00,Friedrichshain-Kreuzberg,52.494671126030866,13.44404937422764,2.0,9,9.0,1.0,9.0,Real Bed,1,1125,286,Serviced apartment,f,$45.00,Entire home/apt,,4
14734,20668930,$30.00,Neukölln,52.48200538161245,13.436262335017286,1.0,0,1.0,1.0,10.0,Real Bed,3,1125,0,Apartment,f,$15.00,Entire home/apt,,1
14148,20157892,$35.00,Friedrichshain-Kreuzberg,52.50623988267602,13.467702541233198,1.0,0,2.0,1.0,10.0,Real Bed,2,1125,0,Apartment,f,$0.00,Private room,,1
1374,1705951,$35.00,Pankow,52.55544084891597,13.416779818398915,1.0,0,1.0,1.0,9.0,Real Bed,1,5,310,Apartment,f,,Private room,,2
15873,21678061,$25.00,Steglitz - Zehlendorf,52.46019797980846,13.3252245619714,1.0,27,1.0,0.0,10.0,Real Bed,1,1125,343,Apartment,f,,Private room,,1
9696,14424087,$40.00,Pankow,52.55100606190047,13.416656743168435,1.0,6,2.0,2.0,8.0,Real Bed,1,1125,6,Apartment,f,$30.00,Entire home/apt,,1
13211,19267184,$35.00,Mitte,52.55133765636897,13.37813515428521,1.0,0,1.0,1.0,9.0,Real Bed,2,14,0,Apartment,f,$0.00,Private room,,1
19184,25411046,$35.00,Mitte,52.554846848553865,13.390188041917114,1.0,0,1.0,1.0,10.0,Real Bed,1,1125,0,Apartment,f,,Private room,,1
6572,9529139,$39.00,Neukölln,52.48144913152825,13.427198553510726,1.0,1,1.0,0.0,10.0,Real Bed,2,30,1,Apartment,f,$40.00,Entire home/apt,,1
537,578821,$23.00,Tempelhof - Schöneberg,52.49827640507518,13.348789706564373,1.0,0,1.0,1.0,9.0,Real Bed,93,730,109,Apartment,f,$15.00,Entire home/apt,,1
8904,13423763,$45.00,Neukölln,52.467306991170645,13.425369471424371,1.0,0,1.0,1.0,9.0,Real Bed,3,1125,0,Apartment,f,$10.00,Private room,,1
14401,20390224,$90.00,Neukölln,52.489795917664935,13.42812735982121,1.0,0,1.0,1.0,9.0,Real Bed,2,90,0,Apartment,f,$15.00,Entire home/apt,,1
6144,8837868,$69.00,Mitte,52.525924291448916,13.40888071979409,1.0,0,1.0,0.0,9.0,Pull-out Sofa,3,1125,0,Apartment,f,$20.00,Entire home/apt,,1
646,691366,$59.00,Pankow,52.557367585976,13.410193613733142,1.0,0,2.0,0.0,10.0,Real Bed,3,365,298,Loft,f,$30.00,Entire home/apt,,1
19664,26188225,$60.00,Friedrichshain-Kreuzberg,52.503319285257255,13.456879568413735,1.0,0,2.0,1.0,,Real Bed,4,16,0,Apartment,f,,Private room,,1
14884,20787842,$80.00,Pankow,52.53762552118207,13.429397890112398,1.0,0,2.0,1.0,8.0,Real Bed,2,2,0,Apartment,f,,Entire home/apt,,1
2186,3331812,$63.00,Mitte,52.53129128460121,13.397941379384092,1.0,0,1.0,1.0,9.0,Real Bed,9,365,17,Apartment,f,$50.00,Entire home/apt,,1
3109,4733901,$250.00,Mitte,52.535014833481796,13.395486344418925,1.0,0,3.0,2.0,9.0,Real Bed,3,1125,0,Apartment,f,,Entire home/apt,,1
21512,28629233,$145.00,Friedrichshain-Kreuzberg,52.49382221236656,13.4378742658913,1.0,25,2.0,2.0,,Real Bed,1,1125,358,Apartment,f,,Entire home/apt,,2
21985,29229796,$100.00,Friedrichshain-Kreuzberg,52.524620981107596,13.449436505473207,1.0,20,2.0,1.0,,Real Bed,1,1125,354,Boutique hotel,f,,Private room,,1
12029,17874082,$35.00,Friedrichshain-Kreuzberg,52.50419089820617,13.419573157483194,1.0,0,1.0,1.0,10.0,Real Bed,2,5,35,Apartment,f,$5.00,Private room,,1
16305,22058711,$60.00,Mitte,52.509196857351526,13.402472890387616,1.0,19,1.0,1.0,9.0,Real Bed,2,1125,67,Apartment,f,$20.00,Private room,,1
10742,16182824,$25.00,Tempelhof - Schöneberg,52.46303853507059,13.419601640133722,1.0,0,1.0,1.0,10.0,Real Bed,2,1125,0,Apartment,f,$10.00,Private room,,1
9624,14307948,$50.00,Neukölln,52.48080010669116,13.423394199484875,1.0,0,1.0,1.0,8.0,Pull-out Sofa,3,1125,0,Apartment,f,$10.00,Entire home/apt,,1
12321,18204674,$97.00,Charlottenburg-Wilm.,52.474809058360854,13.319737248447044,1.0,0,3.0,2.0,9.0,Real Bed,3,14,0,Apartment,f,$35.00,Entire home/apt,,1
1884,2599340,$85.00,Mitte,52.532638247844936,13.346405319151163,1.0,20,3.0,2.0,10.0,Real Bed,3,1125,337,Apartment,f,$79.00,Entire home/apt,,2
242,250171,$55.00,Pankow,52.53026794775352,13.407891411958769,1.0,0,1.0,1.0,7.0,Real Bed,3,14,279,House,f,,Private room,,1
20894,27829482,$35.00,Neukölln,52.476118712173424,13.425345282304557,1.0,23,1.0,1.0,,Real Bed,90,180,173,Apartment,f,$0.00,Entire home/apt,,1
17737,23459982,$23.00,Charlottenburg-Wilm.,52.494477411788225,13.329709359083903,1.0,0,1.0,1.0,,Real Bed,7,8,0,Apartment,f,,Private room,,1
20897,27840053,$35.00,Neukölln,52.46900941345907,13.422084481007829,1.0,0,1.0,1.0,8.0,Real Bed,7,21,45,Apartment,f,,Private room,,1
3030,4634377,$45.00,Treptow - Köpenick,52.48933735130719,13.447493649570086,1.0,0,4.0,2.0,10.0,Real Bed,2,40,308,Apartment,f,$40.00,Private room,,1
2102,3152463,$40.00,Mitte,52.528666799200145,13.398100069229127,1.0,0,2.0,1.0,10.0,Real Bed,90,1125,0,Apartment,f,,Entire home/apt,,2
12893,18913710,$20.00,Friedrichshain-Kreuzberg,52.51638617810215,13.465571878352812,1.0,0,1.0,1.0,,Real Bed,1,10,0,Apartment,f,,Private room,,1
16159,21919037,$40.00,Mitte,52.537212344875755,13.39859494863582,1.0,0,1.0,1.0,10.0,Real Bed,3,28,46,Apartment,f,$25.00,Private room,,1
7145,10261979,$160.00,Friedrichshain-Kreuzberg,52.52297055827843,13.45514907473444,1.0,29,1.0,1.0,10.0,Real Bed,60,180,364,Apartment,f,$50.00,Entire home/apt,,2
3891,6011824,$65.00,Charlottenburg-Wilm.,52.507191174745024,13.31322753925153,1.0,28,1.0,1.0,10.0,Real Bed,2,1125,363,Apartment,f,$5.00,Private room,,1
18185,23920913,$17.00,Neukölln,52.48675252360714,13.431680997948446,1.0,0,1.0,1.0,,Real Bed,16,20,0,Apartment,f,,Private room,,1
1995,2870515,$26.00,Friedrichshain-Kreuzberg,52.50722396055024,13.465510602464127,1.0,0,1.0,1.0,10.0,Real Bed,3,1125,227,Apartment,f,$30.00,Private room,,1
11144,16649864,$80.00,Pankow,52.58310749894456,13.380790727815913,1.0,30,2.0,2.0,10.0,Real Bed,2,90,363,Apartment,f,$35.00,Entire home/apt,,2
14722,20653136,$150.00,Mitte,52.517621314673846,13.420150375638904,1.0,0,1.0,1.0,10.0,Real Bed,1,60,0,Apartment,f,$0.00,Private room,,1
21137,28143565,$40.00,Friedrichshain-Kreuzberg,52.516889379699506,13.45888628626576,1.0,2,1.0,1.0,9.0,Real Bed,1,14,3,Apartment,f,$5.00,Private room,,1
5403,7834240,$50.00,Tempelhof - Schöneberg,52.49420859064314,13.355074528750494,1.0,0,2.0,0.0,9.0,Real Bed,21,1125,0,Apartment,f,$25.00,Entire home/apt,,1
10786,16238776,$36.00,Friedrichshain-Kreuzberg,52.50043301736004,13.429419107099859,1.0,14,1.0,1.0,9.0,Real Bed,3,1125,14,Apartment,f,$10.00,Private room,,1
21389,28462345,"$8,600.00",Friedrichshain-Kreuzberg,52.51835305761683,13.456005125577992,1.0,30,2.0,1.0,,Real Bed,5,1125,174,Apartment,f,,Private room,,1
5292,7738519,$65.00,Friedrichshain-Kreuzberg,52.510220936161815,13.463359577086774,1.0,0,3.0,0.0,9.0,Real Bed,2,30,0,Apartment,f,$20.00,Entire home/apt,,2
8051,11821430,$35.00,Pankow,52.546396075450275,13.424912644483236,1.0,0,1.0,1.0,,Real Bed,10,1125,0,Apartment,f,$20.00,Private room,,1
8090,11876935,$36.00,Mitte,52.51286077319046,13.417641555685822,1.0,0,1.0,1.0,10.0,Real Bed,1,8,0,Apartment,f,,Private room,,1
14242,20218535,$18.00,Neukölln,52.479075686725324,13.447562570274966,1.0,0,2.0,1.0,,Real Bed,1,1125,296,Apartment,f,$10.00,Shared room,,1
4925,7431362,$48.00,Friedrichshain-Kreuzberg,52.51574118740511,13.459483556674902,1.0,0,1.0,1.0,9.0,Real Bed,1,112,0,Apartment,f,$15.00,Private room,,1
14897,20797746,$39.00,Mitte,52.51633388170273,13.337267604074135,1.0,11,1.0,1.0,9.0,Real Bed,2,1125,12,Apartment,f,$15.00,Private room,,1
22236,29526850,$120.00,Tempelhof - Schöneberg,52.447677552647896,13.376999018605607,1.0,30,3.0,2.0,,Real Bed,1,1125,361,Apartment,f,$35.00,Entire home/apt,,1
12912,18938387,$20.00,Neukölln,52.46913949309781,13.433478334387177,1.0,0,1.0,1.0,,Real Bed,7,1125,0,Apartment,f,,Private room,,1
18480,24340963,$50.00,Mitte,52.528250676401434,13.400238309031804,1.0,12,1.0,1.0,10.0,Real Bed,1,1125,12,Apartment,f,$15.00,Private room,,1
9422,14089858,$80.00,Mitte,52.511220792633495,13.398304334370511,1.0,0,1.0,1.0,10.0,Real Bed,2,5,224,Loft,f,$25.00,Entire home/apt,,1
10639,16058235,$150.00,Mitte,52.531253333136775,13.372758271312025,1.0,28,1.0,1.0,10.0,Real Bed,2,14,268,Apartment,f,$50.00,Entire home/apt,,2
2978,4522296,$67.00,Reinickendorf,52.55989046439723,13.369248072442597,1.0,1,2.0,1.0,10.0,Real Bed,3,1124,100,Apartment,f,$40.00,Entire home/apt,,2
3573,5422085,$31.00,Friedrichshain-Kreuzberg,52.501117961124976,13.418072246879712,1.0,0,1.0,1.0,9.0,Real Bed,14,60,310,Apartment,f,$8.00,Private room,,1
12650,18648630,$30.00,Treptow - Köpenick,52.48910667701289,13.452408861254556,1.0,0,2.0,2.0,,Real Bed,5,12,0,Apartment,f,$20.00,Private room,,1
15888,21693224,$230.00,Charlottenburg-Wilm.,52.50884814647984,13.321347311833383,1.0,0,3.0,3.0,,Real Bed,7,11,0,Apartment,f,,Entire home/apt,,1
19797,26412453,$120.00,Lichtenberg,52.514649218935176,13.506398215618686,1.5,7,3.0,3.0,10.0,Real Bed,2,1125,12,Townhouse,f,$50.00,Entire home/apt,,1
1115,1277277,$140.00,Mitte,52.50966469162189,13.397330485824686,1.0,0,4.0,1.0,9.0,Real Bed,3,1125,310,Apartment,f,,Entire home/apt,,1
17105,22792421,$27.00,Pankow,52.53115374861135,13.433370258963306,2.0,1,1.0,1.0,9.0,Real Bed,2,1125,43,Apartment,f,$10.00,Private room,,1
3466,5259486,$75.00,Mitte,52.500002140786584,13.370653596855945,1.0,19,1.0,1.0,10.0,Real Bed,2,5,118,Apartment,f,$0.00,Private room,,1
5145,7615846,$65.00,Mitte,52.52667175285772,13.392831467859562,1.0,0,1.0,1.0,9.0,Real Bed,2,1125,0,Apartment,f,$25.00,Entire home/apt,,1
12340,18234476,$32.00,Neukölln,52.482115096382316,13.448062750015445,1.0,0,1.0,1.0,10.0,Real Bed,20,1125,0,Apartment,f,,Entire home/apt,,1
2949,4468728,$80.00,Friedrichshain-Kreuzberg,52.50354804448069,13.417343465685484,1.0,0,1.0,1.0,10.0,Real Bed,1,1125,0,Apartment,f,$25.00,Private room,,1
17135,22826635,$16.00,Charlottenburg-Wilm.,52.50838614622109,13.315388768359005,0.5,0,1.0,1.0,10.0,Real Bed,1,3,0,Apartment,f,$4.00,Shared room,,1
13356,19454561,$100.00,Tempelhof - Schöneberg,52.499232676752,13.353232396388526,1.0,0,1.0,1.0,,Real Bed,1,1125,0,Apartment,f,,Shared room,,1
17782,23498159,$145.00,Mitte,52.52765905425056,13.39763679896643,1.0,0,3.0,2.0,10.0,Real Bed,4,30,8,Apartment,f,$0.00,Entire home/apt,,1
7388,10799458,$50.00,Tempelhof - Schöneberg,52.4932779858365,13.363414990775645,1.0,0,1.0,1.0,,Real Bed,1,1125,0,Apartment,f,,Private room,,1
17554,23274490,$75.00,Charlottenburg-Wilm.,52.52529684276189,13.303269355491352,1.0,13,1.0,0.0,9.0,Real Bed,2,1125,64,Apartment,f,,Entire home/apt,,1
